case_nr,case_link,case_address,month
"BG Zell am Ziller, 4 S 9/12k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/63b059b2a62d2081c1257a6c00700b33!OpenDocument,6278,2012-06-01
"LG Steyr, 14 S 41/12w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7ccc685cff5cd349c1257a6c00679512!OpenDocument,4551,2012-06-01
"BG Telfs, 6 S 36/12z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3299409f269a0da4c1257a6c006f2310!OpenDocument,6410,2012-06-01
"BG Hartberg, 6 Se 3/12p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a67118ec96e2f826c1257a6c006bae91!OpenDocument,8234,2012-06-01
"BG Reutte, 2 S 20/11d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/381dd377a89ee90fc1257a6c006fe0b1!OpenDocument,6600,2012-06-01
"HG Wien, 6 S 91/12t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d1b498cf0dd66431c1257a6c00574eb3!OpenDocument,1230,2012-06-01
"BG Hernals, 13 S 15/12p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b1b4f3305c0b6c3ac1257a6c005a2ad1!OpenDocument,1160,2012-06-01
"BG Donaustadt, 36 S 18/12m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/33f4ed6a5e0a695ec1257a6c005c2d72!OpenDocument,1220,2012-06-01
"HG Wien, 6 S 81/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ce792beb774c0232c1257a6c00574e40!OpenDocument,1120,2012-06-01
"BG Laa an der Thaya, 10 S 11/12v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/82a522ece23ebbc0c1257a6c006179f0!OpenDocument,2135,2012-06-01
"BG Laa an der Thaya, 10 S 12/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/05c3756e74f93858c1257a6c00617a02!OpenDocument,2135,2012-06-01
"BG Telfs, 6 S 35/12b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/453fda108b9242cfc1257a6c006f2305!OpenDocument,6405,2012-06-01
"BG St. Pölten, 12 S 43/04k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ea4beaaf392e350dc1257a6c0061cbc7!OpenDocument,3100,2012-06-01
"BG Schwaz, 24 S 36/04p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/10534e7cbd7bcd16c1257a6c006fe463!OpenDocument,6215,2012-06-01
"HG Wien, 6 S 89/12y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/28de358837746fa1c1257a6c00574e9c!OpenDocument,1190,2012-06-01
"HG Wien, 6 S 83/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/50fad3cb1beddf9dc1257a6c00574e58!OpenDocument,1100,2012-06-01
"BG Innere Stadt Wien, 65 S 34/12a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/05e8d41a4a8438f4c1257a6c0054d6fc!OpenDocument,1110,2012-06-01
"HG Wien, 2 S 26/06w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/dde948beb0efe5ffc1257a6c0055a0bc!OpenDocument,1010,2012-07-01
"BG Innere Stadt Wien, 72 Se 3/12v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b77ba0b452d8cf82c1257a6c00559cd0!OpenDocument,1060,2012-07-01
"BG Innere Stadt Wien, 65 S 36/12w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/29ade3f7947668d6c1257a6c0054d71d!OpenDocument,1050,2012-07-01
"BG Fünfhaus, 16 S 27/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4036a84bc89b09eac1257a6c00596819!OpenDocument,1150,2012-07-01
"BG Reutte, 2 S 12/12d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4793a302b25515bdc1257a6c006fe1b5!OpenDocument,6600,2012-07-01
"BG Favoriten, 42 S 54/12b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b0fdc113b2514be2c1257a6c00583a6d!OpenDocument,1100,2012-07-01
"BG Favoriten, 42 S 58/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f4c3e1910d5f54b7c1257a6c00583a9e!OpenDocument,1100,2012-07-01
"BG Neusiedl am See, 3 S 18/12f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a026069631580924c1257a6c0064408d!OpenDocument,7141,2012-07-01
"HG Wien, 2 S 64/12t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/eb0f26967b013a20c1257a6c0055c669!OpenDocument,1230,2012-07-01
"HG Wien, 4 SEU 2/12i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/cf71c874be4c8c4ac1257a6c0056dc4c!OpenDocument,0000,2012-07-01
"BG Graz-West, 311 S 63/12g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/db6021e17414e7aec1257a6c006bdc27!OpenDocument,8055,2012-07-01
"BG Leoben, 15 S 18/12a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4a1cefe479354ddac1257a6c006a3b39!OpenDocument,8700,2012-07-01
"BG Bregenz, 21 S 37/12w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5d750ae69197b24ec1257a6c0070879d!OpenDocument,6900,2012-07-01
"BG Dornbirn, 14 S 62/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ebccc039bf7dfa0dc1257a6c0070ed9a!OpenDocument,6845,2012-07-01
"BG St. Pölten, 12 S 60/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/2dd156dea4286aaec1257a6c0061ef1a!OpenDocument,3100,2012-07-01
"BG Hernals, 31 S 31/12y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/19c1d468b1134e63c1257a6c005a71a2!OpenDocument,1160,2012-07-01
"BG Graz-Ost, 43 S 1/12i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b0f30bcb243c1cb4c1257a6c006adb8e!OpenDocument,8010,2012-07-01
"BG Krems an der Donau, 4 S 14/12i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/202a3401b300ad8ec1257a6c006142dd!OpenDocument,3504,2012-07-01
"BG Horn, 4 S 3/12k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/42079515ab618b23c1257a6c0060db94!OpenDocument,3580,2012-07-01
"BG Lienz, 4 S 4/06d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1f69392a017b0966c1257a6c006fc97b!OpenDocument,9990,2012-08-01
"HG Wien, 6 Se 301/12z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/df91a677fc0a5145c1257a6c00575db1!OpenDocument,1230,2012-08-01
"LGZ Graz, 40 S 82/12z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/2f39588d71af4c7dc1257a6c006b9345!OpenDocument,8043,2012-08-01
"BG Reutte, 2 S 16/12t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b3c761dc11138557c1257a6c006fe1d6!OpenDocument,6600,2012-08-01
"BG Ried im Innkreis, 1 Se 3/12z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/46ee59244fb6b301c1257a6c0066e901!OpenDocument,4932,2012-08-01
"BG Fünfhaus, 16 S 21/04b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d5d296f771c86985c1257a6c005913ed!OpenDocument,1140,2012-08-01
"BG Oberndorf, 2 S 5/12d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/50edad4959ce9456c1257a6c00689813!OpenDocument,5111,2012-08-01
"BG Neulengbach, 7 S 13/12p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8b22ab7b7546aaa3c1257a6c00621b08!OpenDocument,3142,2012-08-01
"BG Sankt Veit an der Glan, 1 S 53/12y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a121114c7f6f471bc1257a6c006d92f8!OpenDocument,9322,2012-08-01
"BG Güssing, 4 S 11/12d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/33356a554caa8151c1257a6c00642885!OpenDocument,7522,2012-08-01
"BG Leopoldstadt, 20 S 239/12f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/fa9f4b5df6296927c1257a6c0060bf9f!OpenDocument,1200,2012-08-01
"BG Telfs, 6 S 38/12v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f7ae1f8c975ebe39c1257a6c006f2328!OpenDocument,6410,2012-08-01
"BG Graz-West, 311 S 91/12z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6ffce24686f7e31ec1257a6c006bdd45!OpenDocument,8020,2012-08-01
"BG Innere Stadt Wien, 64 Se 3/12k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/bbfbbd14189736b7c1257a6c0054aa4c!OpenDocument,1110,2012-08-01
"BG Feldkirchen, 3 S 23/12a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4f83699ebd54f3edc1257a6c006cfba6!OpenDocument,9560,2012-08-01
"BG Innere Stadt Wien, 68 S 21/04z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ad6fee6e11d0df80c1257a6c00551324!OpenDocument,1010,2012-08-01
"BG Favoriten, 45 S 91/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ad235b7ece7e4a88c1257a6c0058bfc6!OpenDocument,1100,2012-08-01
"BG Neumarkt bei Salzburg, 3 S 10/12v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/da2226c04628da8dc1257a6c0068897a!OpenDocument,5162,2012-08-01
"BG Innsbruck, 22 S 75/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/dc6ad46d36562b68c1257a6c006e9fa2!OpenDocument,6020,2012-08-01
"BG Schwaz, 24 S 5/10p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f7b0415031c898f4c1257a6c006ff7d3!OpenDocument,6114,2012-08-01
"BG Favoriten, 45 S 84/12m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1bb98df852fd9d0fc1257a6c0058bf97!OpenDocument,1100,2012-08-01
"BG Mattersburg, 3 Se 5/11m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/24bdc4470cb7ff77c1257a6c0063cb99!OpenDocument,7022,2012-08-01
"BG Schwaz, 24 S 22/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7773f1e50042a7bac1257a6c006fff77!OpenDocument,6130,2012-08-01
"HG Wien, 6 S 119/12k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/47485cb644a1f91ac1257a7500743755!OpenDocument,1100,2012-09-01
"HG Wien, 6 S 117/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c47c9e051af4c9e1c1257a750074373f!OpenDocument,1190,2012-09-01
"BG Fünfhaus, 18 S 15/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f6f93c5c6c621a72c1257a84007422fd!OpenDocument,1140,2012-09-01
"BG Innere Stadt Wien, 65 S 43/12z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0105a5c88f1716d5c1257a7000741998!OpenDocument,1110,2012-09-01
"BG Fünfhaus, 16 S 33/12d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/28116b0669a8c24fc1257a7000741b90!OpenDocument,1140,2012-09-01
"BG Mattersburg, 3 S 19/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/98fa15e37720dfa8c1257a6f00743372!OpenDocument,7210,2012-09-01
"BG Hernals, 31 S 41/12v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/97237c039910daf8c1257a8500739942!OpenDocument,1160,2012-09-01
"BG Gloggnitz, 5 S 15/12t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f141b9b92d280f4ac1257a8600739be8!OpenDocument,2650,2012-09-01
"BG Judenburg, 11 Se 3/12d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a0431b00fe36e016c1257a84007426db!OpenDocument,8750,2012-09-01
"BG Lilienfeld, 2 S 9/12a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b4649707c03ed860c1257a8300743a71!OpenDocument,3162,2012-09-01
"BG Thalgau, 12 S 3/05d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3b62a3ea7b66f921c1257a6c00696865!OpenDocument,5301,2012-09-01
"HG Wien, 4 Se 281/12v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/fb28d8177d6cacacc1257a6e006c7e93!OpenDocument,1170,2012-09-01
"HG Wien, 6 S 131/12z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e2411e873243547ac1257a800074417d!OpenDocument,1200,2012-09-01
"BG Fünfhaus, 19 S 50/12a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6ed800dd1b277a53c1257a7900742350!OpenDocument,1140,2012-09-01
"LG Leoben, 18 S 61/12i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/09b4a9fa2985bb5ec1257a7c00745a7e!OpenDocument,8750,2012-09-01
"HG Wien, 4 Se 278/12b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b1a97c6de0bc1e69c1257a6e006c7e8c!OpenDocument,1160,2012-09-01
"BG Zell am Ziller, 4 S 13/12y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f5794ffe19a67467c1257a6e006c8367!OpenDocument,6273,2012-09-01
"BG Favoriten, 45 S 16/11k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3993662dd2df1a01c1257a76007394d8!OpenDocument,1100,2012-09-01
"BG Wels, 19 Se 22/11z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ead8803a277a648bc1257a7e0073a1fb!OpenDocument,5671,2012-09-01
"BG Favoriten, 44 S 20/12t",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/996b7a85b5affdccc1257a7000741b5c!OpenDocument,1100,2012-09-01
"HG Wien, 4 Se 192/12f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/818cecac34e3aad7c1257a72007432b3!OpenDocument,1160,2012-09-01
"LG Leoben, 17 S 77/12k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ea9421f18453bb86c1257a7e0073a40c!OpenDocument,8630,2012-09-01
"BG Fünfhaus, 16 S 29/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/66aed09988e527f6c1257a8c0073d3c8!OpenDocument,1150,2012-10-01
"HG Wien, 5 S 140/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1325b35ca101b86fc1257a940073af6c!OpenDocument,1220,2012-10-01
"HG Wien, 2 S 102/12f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/03a6c651e83d40c7c1257a940073aec5!OpenDocument,1070,2012-10-01
"BG Wels, 19 Se 34/11i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/224ff91040b523c9c1257a98007444ad!OpenDocument,4600,2012-10-01
"HG Wien, 6 S 137/12g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/84ce46cba4f98ddbc1257a940073afb1!OpenDocument,1220,2012-10-01
"BG Bregenz, 19 S 8/05f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/818e122a9062e0b8c1257a6c00704f5e!OpenDocument,6922,2012-10-01
"HG Wien, 6 S 153/12k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c99a273b09b5a898c1257aa80079bfae!OpenDocument,1160,2012-10-01
"BG Ybbs, 4 S 7/12b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d2f32c54de744e12c1257aa100743755!OpenDocument,3683,2012-10-01
"BG Frankenmarkt, 5 S 20/12v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1ba9eaf5e5bc592fc1257aa00073aeb0!OpenDocument,4881,2012-10-01
"BG Mondsee, 2 S 4/04k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/40c75219d3c229aec1257a6c0067a12a!OpenDocument,5311,2012-10-01
"BG Wiener Neustadt, 19 S 48/12g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8d5dce83ea5b1fdac1257a8a00744934!OpenDocument,2721,2012-10-01
"BG Montafon, 6 S 11/12g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/85a169ca83b7052ec1257aa60079380f!OpenDocument,6793,2012-10-01
"HG Wien, 6 S 145/12h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/2258a179c536a5fdc1257aa00073a7c2!OpenDocument,1020,2012-10-01
"BG Reutte, 2 S 20/12f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/495fc942f03273ffc1257a9f0074227d!OpenDocument,6600,2012-10-01
"HG Wien, 4 SEU 3/12m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/c4dd662c0d8008fcc1257aa80079bf53!OpenDocument,5743,2012-10-01
"BG Villach, 18 S 103/12m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3945da8094cd95dfc1257a9f007421f5!OpenDocument,9586,2012-10-01
"BG Favoriten, 46 S 63/12f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/38726668f6fbddc2c1257aa10074349a!OpenDocument,1100,2012-10-01
"HG Wien, 6 S 139/12a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6d5cf55298d2bde9c1257a8b0073a3fe!OpenDocument,1190,2012-10-01
"BG Reutte, 2 S 14/07s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f8480807b5cb833ec1257a9c0074493b!OpenDocument,6600,2012-10-01
"BG Hietzing, 12 S 33/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/8fde6a33a4f8d887c1257a92007421c8!OpenDocument,1130,2012-10-01
"BG Hietzing, 13 S 12/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/796a531019796b46c1257aa10074351a!OpenDocument,1130,2012-10-01
"BG Reutte, 2 S 17/12i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/33faecfa9ea91d2cc1257a8a00744f2d!OpenDocument,6632,2012-10-01
"BG Hall (in Tirol), 13 S 21/05a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b83dded14a504f45c1257a6c006e2e96!OpenDocument,6063,2012-10-01
"BG Floridsdorf, 31 S 287/12a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/090c8d29d9446696c1257aa700791ad0!OpenDocument,1210,2012-10-01
"HG Wien, 2 S 96/12y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/704f74e27d74410ac1257a8b0073a2ee!OpenDocument,1180,2012-10-01
"LG Linz, 17 Se 123/11d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ad4900955ab12004c1257aa00073ae76!OpenDocument,4622,2012-10-01
"BG Favoriten, 45 S 106/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d271a886c8a7faa9c1257a8d0073a855!OpenDocument,1100,2012-10-01
"BG Favoriten, 45 S 109/12p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/36fd07740a463f7bc1257a9f00741c59!OpenDocument,1100,2012-10-01
"HG Wien, 4 SEU 4/12h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/2834017e407f9206c1257aa1007433e0!OpenDocument,8339,2012-10-01
"BG Favoriten, 45 S 90/12v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/32ca2637149a5e30c1257aa10074347e!OpenDocument,1100,2012-10-01
"BG Telfs, 6 S 53/12z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5582aa389bd631a9c1257a8b0073ac28!OpenDocument,6170,2012-10-01
"LG Leoben, 18 S 30/08z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/0733b5591d060167c1257a9a0073a8bb!OpenDocument,8850,2012-10-01
"LG Leoben, 18 S 64/12f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3bea453ec8fce1a1c1257a9500739d49!OpenDocument,8662,2012-10-01
"BG Donaustadt, 15 Se 2/12d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/d7334050957385f4c1257aa6007931e4!OpenDocument,1220,2012-10-01
"BG Josefstadt, 13 S 38/10h",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e010dca48d3cfefac1257ab800791e0d!OpenDocument,1090,2012-11-01
"BG Hallein, 27 Se 6/12d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/3561e1faaba2114ec1257ab800791ff7!OpenDocument,5441,2012-11-01
"BG Favoriten, 42 S 79/12d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/1c415c849cbc8fe2c1257ab500792faf!OpenDocument,1100,2012-11-01
"BG Voitsberg, 8 S 44/12m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/39b0827c4752f247c1257abf0079d0e9!OpenDocument,8570,2012-11-01
"BG Favoriten, 43 S 48/12b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/093d210213566224c1257abb00790c9a!OpenDocument,1100,2012-11-01
"BG Leopoldstadt, 20 S 284/12y",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/e9e2e448eb865155c1257aad0079cb19!OpenDocument,1020,2012-11-01
"BG Leopoldstadt, 18 S 3/05z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5a244eb3245f246dc1257a6c005fb463!OpenDocument,1200,2012-11-01
"BG Josefstadt, 12 S 38/12d",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/fdd6cc1510ca9404c1257ab800791df8!OpenDocument,1080,2012-11-01
"BG Favoriten, 41 Se 9/12b",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/f1b4c7b07c726d04c1257ac60079c017!OpenDocument,1100,2012-11-01
"BG Leopoldstadt, 20 S 339/12m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4925e47868322262c1257ac400791a5b!OpenDocument,1020,2012-11-01
"BG Favoriten, 45 S 104/10z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/582e9be71cc864a1c1257ac5007931c0!OpenDocument,1150,2012-11-01
"BG Leopoldstadt, 20 S 298/12g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/6a2b325c51407840c1257aaf00792c73!OpenDocument,1020,2012-11-01
"BG Innere Stadt Wien, 72 S 55/12s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ecef64876388bcccc1257ab00079b4f8!OpenDocument,1060,2012-11-01
"BG Josefstadt, 13 S 31/12g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a02df5fa6571ecdac1257abc0079ca87!OpenDocument,1090,2012-11-01
"BG Innere Stadt Wien, 63 S 7/05f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/53674ef3e1da9e5ec1257a6c0053d8b0!OpenDocument,1050,2012-12-01
"BG Silz, 5 S 31/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/20af2a8d21b1ab8cc1257aca0079b70d!OpenDocument,6421,2012-12-01
"BG Amstetten, 27 S 17/12g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ecd6fbe7392f699cc1257ae50079c2ff!OpenDocument,3321,2012-12-01
"BG Innere Stadt Wien, 65 S 65/12k",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/41561ed18a625a06c1257aca0079ad9a!OpenDocument,1030,2012-12-01
"HG Wien, 2 S 134/12m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/510c2f249ad87f02c1257aca0079add6!OpenDocument,1070,2012-12-01
"BG Feldkirchen, 3 S 42/12w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/24060a921cd6b7c6c1257ad000793138!OpenDocument,9560,2012-12-01
"HG Wien, 2 S 146/12a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b66c6fc44f50cf16c1257ada0079c832!OpenDocument,1180,2012-12-01
"LG Korneuburg, 36 S 152/12p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/68826c44beb59dd1c1257acb00792b87!OpenDocument,2020,2012-12-01
"BG Döbling, 42 S 111/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/356709c3a2992d67c1257adb0079b39b!OpenDocument,1170,2012-12-01
"BG Innere Stadt Wien, 65 S 66/12g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/01dc6dbd90f99c48c1257ad30079bb5b!OpenDocument,1110,2012-12-01
"BG Leopoldstadt, 17 S 108/12v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/65d8eb2cce78e30ec1257acb00792a76!OpenDocument,1200,2012-12-01
"LG Salzburg, 23 Se 378/12a",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/5ce1f58cd1c6b9fbc1257ad10079d6ef!OpenDocument,5303,2012-12-01
"LG Innsbruck, 19 S 6/04m",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/efd99e270850a75ec1257ada0079d425!OpenDocument,6020,2012-12-01
"BG Josefstadt, 12 S 6/05p",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b9e9d3a4dd6a3c38c1257a6c005c4e10!OpenDocument,1090,2012-12-01
"BG Innere Stadt Wien, 71 S 6/04s",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/283c364fa9eee274c1257a6c00556b0d!OpenDocument,1030,2012-12-01
"HG Wien, 5 S 85/06v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ba11322014a8aa8ec1257a6c0056e2d2!OpenDocument,1100,2012-12-01
"BG Reutte, 2 S 23/12x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/357bd0707eb68bf2c1257ad700792966!OpenDocument,6600,2012-12-01
"BG Klosterneuburg, 8 S 20/12w",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/7716019d4bf7e421c1257ad10079d2cb!OpenDocument,2201,2012-12-01
"HG Wien, 3 S 130/12f",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/07e96b5794553690c1257ac900793a9e!OpenDocument,1200,2012-12-01
"BG Jennersdorf, 4 S 5/05i",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/645a7cc152a4d2cbc1257a6c006429c7!OpenDocument,8380,2013-01-01
"BG Graz-West, 311 S 6/08v",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/a08fc339b29bda88c1257afc0079127b!OpenDocument,8053,2013-01-01
"BG Innere Stadt Wien, 65 S 1/13z",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/276b89df9a7b6a38c1257af5007915f1!OpenDocument,1110,2013-01-01
"BG St. Pölten, 12 S 39/04x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/4f00eccdd06c0d0bc1257a6c0061cb82!OpenDocument,3140,2013-01-01
"BG Reutte, 2 S 22/10x",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/ab4d6f5876c455cec1257b0300792720!OpenDocument,6767,2013-01-01
"LG Ried im Innkreis, 17 S 11/05g",https://edikte.justiz.gv.at/edikte/id/idedi8.nsf/0/b682749fb9de17d9c1257b01007917f8!OpenDocument,4973,2013-01-01
